nama_toko,url_toko,rating_toko,nama_produk,harga,rating_produk,terjual,lokasi_seller,kategori,badge,url_produk,platform,waktu_scrape
Viva Cosmetics Official,https://www.lazada.co.id/shop/viva-cosmetics-official/?itemId=7398676546&channelSource=pdp,-,"Viva Anti Aging Serum with Sodium Hyaluronate & Collagen (20ml)
Rp24.092",-,4.9,-,Kab. Gresik,Kecantikan,-,https://www.lazada.co.id/products/pdp-i7398676546-s13811914681.html,Lazada,2026-09-21 10:14
ZAHFARAPRINT,https://www.lazada.co.id/shop/lrltz2kc/?itemId=18872490189&channelSource=pdp,-,"1 HARI KIRIM 3 PCS HIASAN DINDING ESTETIK 3D KALIGRAFI MEWAH MOTIF TERBARU ISTIMEWA 10x28 CM
Rp20.999 -70%",-,4.7,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i18872490189-s116281765332.html,Lazada,2026-09-21 10:14
SICELING,https://www.lazada.co.id/lazada8970053360_siceling-128071498/?type=brand,-,"Siceling Deterjen Cair Laundry 5 Liter Pewangi Pembersih Pakaian Berkualitas Sakura Fresh
Rp32.340 -46%",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8252576158-s16194868921.html,Lazada,2026-09-21 10:14
Shinzui & Zen,https://www.lazada.co.id/shop/shinzui-zen/?itemId=4078102636&channelSource=pdp,-,"Shinzui Bar Soap Sakura 80gr isi 3pcs
Rp21.000",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i4078102636-s6862694804.html,Lazada,2026-09-21 10:14
Braxley Store,https://www.lazada.co.id/shop/braxley-store/?itemId=1692024671&channelSource=pdp,-,"Noken as Original Mio Sporty / Mio Smile / Fino 115 Karbu / Mio Soul Karbu / Mio New 5Tl Kd263
Rp
68.500
Rp
68.500",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i1692024671-s3283678618.html,Lazada,2026-09-21 10:14
kobeo store,https://www.lazada.co.id/shop/qinay-shop/?itemId=4645728816&channelSource=pdp,-,"Tapaxco Men's Women's Shoulder Bag Joy 2in1 Slingbag & Pouchbag Casual Local Brand Canvas Cordura
Rp
27.000
Rp
120.000
-78%",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i4645728816-s14335992116.html,Lazada,2026-09-21 10:14
Marzuki,https://www.lazada.co.id/marzuki/?type=brand,-,"bawang goreng marzuki siap santap probolinggo 500 gr
Rp
58.212
Rp
89.000
-35%",-,-,-,Kab. Gresik,Otomotif,-,https://www.lazada.co.id/products/pdp-i4686308298-s16066034895.html,Lazada,2026-09-21 10:14
Milo,https://www.lazada.co.id/milo/?type=brand,-,"[Paket isi 6] MILO Activ Cube 67.5gr
Rp64.778",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i18814888661-s116252064738.html,Lazada,2026-09-21 10:14
Ultra Mimi,https://www.lazada.co.id/ultra-mimi/?type=brand,-,"Ultra Mimi Susu UHT Cokelat 125ml isi 40 pcs [Karton]
Rp124.900",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8107724459-s14498218675.html,Lazada,2026-09-21 10:14
Dancow,https://www.lazada.co.id/dancow/?type=brand,-,"Nestlé Dancow 5+ Rasa Madu 1kg x2
Rp190.100",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8696068075-s16132620858.html,Lazada,2026-09-21 10:14
Sweety,https://www.lazada.co.id/shop/sweety1630912890/?itemId=8040782164&channelSource=pdp,-,"[Paket isi 4] Beli 4 Gratis 1 - Sweety Bronze Dry X-Pert Pants L28 (11-15kg)
Rp225.500",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8040782164-s14461700574.html,Lazada,2026-09-21 10:14
CAHAYA INDAH KONFEKSI,https://www.lazada.co.id/shop/cahaya-indah-konfeksi/?itemId=7559738664&channelSource=pdp,-,"CELANA KULOT SCUBA WANITA VARIAN 2 KANCING DEPAN
Rp14.999 -57%",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7559738664-s13971496649.html,Lazada,2026-09-21 10:14
-,-,-,"paket lengkap isi 18 pcs baju bayi baru lahir 0-3 bulan motiv pul prin
Rp22.000 -24%",-,-,-,Kab. Gresik,Fashion Anak,-,https://www.lazada.co.id/products/pdp-i8200280486-s14607358423.html,Lazada,2026-09-21 10:14
TULIP,https://www.lazada.co.id/tulip/?type=brand,-,"TEPUNG TERIGU TULIP 1 KG
Rp11.900",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8192912016-s14598864098.html,Lazada,2026-09-21 10:14
Sie Ibin,https://www.lazada.co.id/shop/sie-ibin/?itemId=5997102173&channelSource=pdp,-,"Lampu Bohlam Emergency LED Bulb Magic 10W 15W 20W 25W 30W 10 15 20 25 30 Watt Lampu Darurat Otomatis Nyala Saat Listrik Padam
Rp21.650",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i5997102173-s11525694062.html,Lazada,2026-09-21 10:14
Wings Flagship Store,https://www.lazada.co.id/shop/wings-flagship-store/?itemId=6715138354&channelSource=pdp,-,"[Paket isi 2] EKONOMI Power Liquid Jeruk Nipis 650ML
Rp15.500",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i6715138354-s12757008395.html,Lazada,2026-09-21 10:14
-,-,-,"ACS COLLECTION - Kaos Polos Pria Vneck Tangan Pendek/ KAOS TERLARIS
Rp23.900 -60%",-,-,-,Kab. Gresik,Fashion Pria,-,https://www.lazada.co.id/products/pdp-i1323708640-s16246278284.html,Lazada,2026-09-21 10:14
Viva Cosmetics Official,https://www.lazada.co.id/shop/viva-cosmetics-official/?itemId=8256076901&channelSource=pdp,-,"Viva Gold Whitening Serum with Triple Brightening Power, 2% Vitamin C, 4% Niacinamide, & Collagen - 20ml
Rp25.308",-,4.9,-,Kab. Gresik,Kecantikan,-,https://www.lazada.co.id/products/pdp-i8256076901-s14665126030.html,Lazada,2026-09-21 10:14
Nilai Toko 98%,,-,"AZZURA Compact Powder 14gr
Rp27.300",-,4.9,14,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i6008294151-s11562300705.html,Lazada,2026-09-21 10:14
Motospareparts,https://www.lazada.co.id/shop/motospareparts/?itemId=6776070073&channelSource=pdp,-,"Busi Motor Champion z9y 10 pcs untuk Motor Honda Grand Supra Mio Jupiter smash Dan lain lain
Rp62.200 -17%",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i6776070073-s116277139062.html,Lazada,2026-09-21 10:14
Ablyjeans.id,https://www.lazada.co.id/shop/ably-fashion-shop/?itemId=18865284565&channelSource=pdp,-,"Flare Highwaist Jeans Cutbray Celana Jeans wanita Cutbray Tulang Model Terbaru
Rp110.000 -54%",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i18865284565-s116277466374.html,Lazada,2026-09-21 10:14
Hiwilibe Onlinestore,https://www.lazada.co.id/shop/hiwilibe-onlinestore/?itemId=8312788912&channelSource=pdp,-,"HWLB 6 SET Mainan Clay / Soft Clay 72 PCS Mainan Anak Lilin Clay Bantal Warna Warni
Rp35.800 -49%",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8312788912-s14729208240.html,Lazada,2026-09-21 10:14
HAVYN SHOP,https://www.lazada.co.id/shop/havyn-shop/?itemId=5966138466&channelSource=pdp,-,"(24pc) Lem colek/lem kertas/lem murah/glue
Rp14.774",-,4.8,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i5966138466-s11443246017.html,Lazada,2026-09-21 10:14
Wings Flagship Store,https://www.lazada.co.id/shop/wings-flagship-store/?itemId=7228998369&channelSource=pdp,-,"[Paket isi 2] Giv Beauty Sabun Mandi Cair Pink Pouch 400ml
Rp23.000",-,5,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7228998369-s13559016774.html,Lazada,2026-09-21 10:14
Sinar Prima Stationary,https://www.lazada.co.id/shop/sinar-prima-stationary/?itemId=8378414883&channelSource=pdp,-,"PEN KENKO HITECH 0,28M
Rp42.000",-,4.9,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8378414883-s16081544018.html,Lazada,2026-09-21 10:14
Dream Aquarium,https://www.lazada.co.id/shop/dream-aquarium/?itemId=7699766798&channelSource=pdp,-,"3 in 1 Filter Air Aquarium Gantung 3W 250L/Jam Penyaring Akuarium Aquascape
Rp40.000 -68%",-,4.7,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i7699766798-s14157558024.html,Lazada,2026-09-21 10:14
Baygon,https://www.lazada.co.id/baygon/?type=brand,-,"Baygon aerosol 600+75ml Jumbo
Rp39.000",-,-,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i8644622626-s16065760887.html,Lazada,2026-09-21 10:14
PENGUASA,https://www.lazada.co.id/shop/penguasa/?itemId=1706670341&channelSource=pdp,-,"Real pick celana chinos pendek pria / chinos pendek pria / celana chinos pria / celana cino / celana cinos pria / celana cino pria / celana pendek chinos pria /PENGUASA 53
Rp39.900 -50%",-,4.6,-,Kab. Gresik,Lainnya,-,https://www.lazada.co.id/products/pdp-i1706670341-s11583314095.html,Lazada,2026-09-21 10:14
Hamidah Hijab,https://www.lazada.co.id/shop/hamidah-hijab/?itemId=7974878899&channelSource=pdp,-,"Hamidah - Hijab Adeeva Bergo size L Hamidah/Bergo Hamidah
Rp25.999 -32%",-,4.9,-,Kab. Gresik,Fashion Muslim,-,https://www.lazada.co.id/products/pdp-i7974878899-s14391398611.html,Lazada,2026-09-21 10:14
Viva Cosmetics Official,https://www.lazada.co.id/shop/viva-cosmetics-official/?itemId=8766300513&channelSource=pdp,-,"Viva Serum Retinol 20ml 3X Retinoid Niacinamide
Rp27.664",-,4.9,-,Kab. Gresik,Kecantikan,-,https://www.lazada.co.id/products/pdp-i8766300513-s16209962486.html,Lazada,2026-09-21 10:14
